approach;log;config;precision;recall;F$_1$-score;ED;Seg. found;Seg. true;rand_mic;ari_mic;jaccard_mic;fowlkes_mallows_mic;rand_mac;ari_mac;jaccard_mac;fowlkes_mallows_mac;runtime;part;num_classes;sizeof_cooc;max_num_events;max_buffer_size;size_clust;size_full;avg_resp_seg;avg_resp_cat
Urabe et al.;StudentRecord.csv;N=5-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.788883444826868;94;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.3340016799998011;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=5-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.6502374876254029;18;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.2380137649997778;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=5-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.246886897999957;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=5-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.323000274000151;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=5-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.2885397469999589;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=5-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.210862143000213;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=5-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.250371825000002;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=5-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.2977650840002752;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=10-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.625;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0247263010001006;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=10-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.089064844999939;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=10-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.8420875650365146;4;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.1412956249996569;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=10-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.149111762999837;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=10-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.15352090100032;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=10-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.2156412540002748;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=10-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.1809341339999264;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=10-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.2355833270003131;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=10-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.286923176000073;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=10-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.2414006909998534;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=15-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0782209949998105;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=15-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.1015914300000986;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=15-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0946110079999016;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=15-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.1723670579999634;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=15-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.1983933259998594;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=15-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.210637098999996;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=15-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.2514009870001246;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=15-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.283465680000063;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=15-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3158646839997346;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=15-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3472878529996706;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=20-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.1167684860001827;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=20-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3678046550003273;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=20-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.4191555620000145;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=20-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.057966725999904;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=20-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.8399890900000173;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=20-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.4523613189999196;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=20-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0717461340000227;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=20-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3663777259998824;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=20-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3645067420002306;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=20-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.465735142000085;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=25-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.1332151500000691;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=25-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.156397964000007;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=25-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.329226035999909;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=25-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3996790739997778;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=25-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.276704138000241;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=25-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3196961660000852;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=25-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3460244230000171;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=25-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3267572039999322;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=25-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.7402286559999993;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=25-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.5287076140002682;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=30-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3327321030001258;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=30-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.261394676999771;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=30-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.2454637199998615;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=30-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3674197269997421;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=30-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.4550848220001171;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=30-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.4788716480002222;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=30-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.6622478190001857;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=30-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.8706790010000987;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=30-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.5464304940001057;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=30-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.5271345159999328;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=35-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.479685819000224;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=35-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3626359090003461;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=35-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.4519770299998527;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=35-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.403186667999762;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=35-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.248907913000039;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=35-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.7523543369998151;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=35-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3214068789998237;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=35-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.5453579609998087;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=35-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.4496539569995548;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=35-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.4880276330000015;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=40-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.2507165239999267;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=40-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3148757590001878;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=40-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3206004700000449;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=40-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.4991840220000086;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=40-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.7086623529999088;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=40-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.4227242629999637;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=40-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.4959391200000027;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=40-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.5165200870001172;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=40-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.5464431649998005;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=40-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.579062494000027;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=45-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.415133423000043;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=45-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.3713473050001994;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=45-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.395109085999593;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=45-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.5226563299997906;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=45-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.52745918599976;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=45-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.500468587999876;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=45-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.4293085589997645;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=45-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.4934770330000902;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=45-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.6696898120003425;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=45-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.5901626630002283;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=50-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.416432745000293;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=50-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.4744033619999755;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=50-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.4783602520001295;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=50-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.5761767560002227;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=50-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.6321781219999139;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=50-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.5356500000002598;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=50-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.6071254159996897;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=50-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.6720376879998184;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=50-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.6098256370000854;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=50-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9784142797841427;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.612713968999742;full;0;0;0;0;0;0;0;0
